date,fighter,kd,sig_strike_landed,sig_strike_attempts,sig_strike_percent,strike_landed,strike_attempts,td_landed,td_attempts,td_percent,sub_attempts,pass,rev,kds_received,sig_strikes_received,strikes_received,tds_received,method,round_finished,time,rounds,res,weight_class,fight_pk,sig_strikes_avoided,tds_defended,strikes_avoided,strike_percent,sig_reg_mixture,sig_reg_percent
2016-09-17,Uriah Hall,0,1,3,0.3333333333333333,4,6,0,0,0,0,0,NA,1,4,15,0,KO/TKO,1,01:41:00,3,L,Men_Middleweight,3835,3,3,3,0.6666666666666666,0.5,0.5555555555555556
2016-09-17,Derek Brunson,1,4,7,0.5714285714285714,15,18,0,3,0,0,0,NA,0,1,4,0,KO/TKO,1,01:41:00,3,W,Men_Middleweight,3835,2,0,2,0.8333333333333334,0.3888888888888889,0.76
2016-09-17,Evan Dunham,0,144,279,0.5161290322580645,185,330,3,9,0.3333333333333333,2,0,NA,0,58,63,0,Decision,3,05:00:00,3,W,Men_Lightweight,3834,98,3,98,0.5606060606060606,0.8454545454545455,0.5402298850574713
2016-09-17,Rick Glenn,0,58,156,0.3717948717948718,63,161,0,3,0,0,0,NA,0,144,185,3,Decision,3,05:00:00,3,L,Men_Lightweight,3834,135,6,145,0.391304347826087,0.968944099378882,0.38170347003154576
2016-09-17,Roan Carneiro,0,33,70,0.4714285714285714,43,80,2,6,0.3333333333333333,0,1,NA,0,28,45,0,Decision,3,05:00:00,3,W,Men_Welterweight,3833,106,0,108,0.5375,0.875,0.5066666666666667
2016-09-17,Kenny Robertson,0,28,134,0.208955223880597,45,153,0,0,0,0,2,NA,0,33,43,2,Decision,3,05:00:00,3,L,Men_Welterweight,3833,37,4,37,0.29411764705882354,0.8758169934640523,0.25435540069686413
2016-09-17,Chris Wade,0,5,17,0.29411764705882354,42,61,0,0,0,2,4,NA,0,12,51,4,Decision,3,05:00:00,3,L,Men_Lightweight,3832,7,0,32,0.6885245901639344,0.2786885245901639,0.6025641025641025
2016-09-17,Islam Makhachev,0,12,19,0.631578947368421,51,83,4,4,1,2,2,NA,0,5,42,0,Decision,3,05:00:00,3,W,Men_Lightweight,3832,12,0,19,0.6144578313253012,0.2289156626506024,0.6176470588235294
2016-09-17,Chas Skelly,0,1,1,1,1,1,0,0,0,1,0,NA,0,0,0,0,Submission,1,00:19:00,3,W,Men_Featherweight,3831,1,0,1,1,1,1
2016-09-17,Maximo Blanco,0,0,1,0,0,1,0,0,0,0,0,NA,0,1,1,0,Submission,1,00:19:00,3,L,Men_Featherweight,3831,0,0,0,0,1,0
2016-09-17,Gabriel Benitez,1,39,101,0.38613861386138615,39,101,0,0,0,1,0,NA,0,19,19,0,Submission,2,01:20:00,3,W,Men_Featherweight,3830,51,1,51,0.38613861386138615,1,0.38613861386138615
2016-09-17,Sam Sicilia,0,19,70,0.2714285714285714,19,70,0,1,0,0,0,NA,1,39,39,0,Submission,2,01:20:00,3,L,Men_Featherweight,3830,62,0,62,0.2714285714285714,1,0.2714285714285714
2016-09-17,Augusto Montano,0,67,149,0.44966442953020136,72,154,0,0,0,0,0,NA,0,66,118,3,KO/TKO,3,04:19:00,3,L,Men_Welterweight,3829,83,1,92,0.4675324675324675,0.9675324675324676,0.45874587458745875
2016-09-17,Belal Muhammad,0,66,149,0.4429530201342282,118,210,3,4,0.75,0,0,NA,0,67,72,0,KO/TKO,3,04:19:00,3,W,Men_Welterweight,3829,82,0,82,0.5619047619047619,0.7095238095238096,0.5125348189415042
2016-09-17,Antonio Carlos Junior,0,32,60,0.5333333333333333,94,142,7,14,0.5,1,1,NA,0,6,15,0,Submission,3,04:46:00,3,W,Men_Middleweight,3828,11,0,11,0.6619718309859155,0.4225352112676056,0.6237623762376238
2016-09-17,Leonardo Guimaraes,0,6,17,0.35294117647058826,15,26,0,0,0,2,0,NA,0,32,94,7,Submission,3,04:46:00,3,L,Men_Middleweight,3828,28,7,48,0.5769230769230769,0.6538461538461539,0.4883720930232558
2016-09-17,Jose Quinonez,2,56,131,0.42748091603053434,76,159,5,7,0.7142857142857143,0,0,NA,1,44,66,0,Decision,3,05:00:00,3,W,Men_Bantamweight,3827,92,0,93,0.4779874213836478,0.8238993710691824,0.45517241379310347
2016-09-17,Joey Gomez,1,44,136,0.3235294117647059,66,159,0,0,0,0,0,NA,2,56,76,5,Decision,3,05:00:00,3,L,Men_Bantamweight,3827,75,2,83,0.41509433962264153,0.8553459119496856,0.3728813559322034
2016-09-17,Erick Montano,0,21,41,0.5121951219512195,60,87,2,8,0.25,0,0,NA,0,12,18,1,Submission,3,00:18:00,3,L,Men_Welterweight,3826,18,2,18,0.6896551724137931,0.47126436781609193,0.6328125
2016-09-17,Randy Brown,0,12,30,0.4,18,36,1,3,0.3333333333333333,1,0,NA,0,21,60,2,Submission,3,00:18:00,3,W,Men_Welterweight,3826,20,6,27,0.5,0.8333333333333334,0.45454545454545453
2016-09-17,Alejandro Perez,0,61,167,0.3652694610778443,68,174,1,3,0.3333333333333333,0,0,NA,0,79,81,0,Decision,3,05:00:00,3,D,Men_Bantamweight,3825,153,1,153,0.39080459770114945,0.9597701149425287,0.3782991202346041
2016-09-17,Albert Morales,0,79,232,0.34051724137931033,81,234,0,1,0,0,0,NA,0,61,68,1,Decision,3,05:00:00,3,D,Men_Bantamweight,3825,106,2,106,0.34615384615384615,0.9914529914529915,0.34334763948497854
2016-09-10,Stipe Miocic,0,34,60,0.5666666666666667,34,60,1,1,1,0,0,NA,1,9,9,0,KO/TKO,1,04:27:00,5,W,Men_Heavyweight,3824,8,0,8,0.5666666666666667,1,0.5666666666666667
2016-09-10,Alistair Overeem,1,9,17,0.5294117647058824,9,17,0,0,0,1,0,NA,0,34,34,1,KO/TKO,1,04:27:00,5,L,Men_Heavyweight,3824,26,0,26,0.5294117647058824,1,0.5294117647058824
2016-09-10,Fabricio Werdum,1,84,142,0.5915492957746479,107,166,0,3,0,1,0,NA,0,37,38,0,Decision,3,05:00:00,3,W,Men_Heavyweight,3823,106,0,106,0.6445783132530121,0.8554216867469879,0.6201298701298701
2016-09-10,Travis Browne,0,37,143,0.25874125874125875,38,144,0,0,0,0,0,NA,1,84,107,0,Decision,3,05:00:00,3,L,Men_Heavyweight,3823,58,3,59,0.2638888888888889,0.9930555555555556,0.2613240418118467
2016-09-10,CM Punk,0,0,1,0,6,8,0,0,0,0,0,NA,0,20,26,1,Submission,1,02:14:00,3,L,Men_Welterweight,3822,12,0,13,0.75,0.125,0.6666666666666666
2016-09-10,Mickey Gall,0,20,32,0.625,26,39,1,1,1,2,0,NA,0,0,6,0,Submission,1,02:14:00,3,W,Men_Welterweight,3822,1,0,2,0.6666666666666666,0.8205128205128205,0.647887323943662
2016-09-10,Urijah Faber,0,22,112,0.19642857142857142,23,113,0,4,0,0,0,NA,0,54,55,0,Decision,3,05:00:00,3,L,Men_Bantamweight,3821,106,0,107,0.20353982300884957,0.9911504424778761,0.2
2016-09-10,Jimmie Rivera,0,54,160,0.3375,55,162,0,0,0,0,0,NA,0,22,23,0,Decision,3,05:00:00,3,W,Men_Bantamweight,3821,90,4,90,0.3395061728395062,0.9876543209876543,0.3385093167701863
2016-09-10,Jessica Andrade,0,20,28,0.7142857142857143,44,58,2,3,0.6666666666666666,1,0,NA,0,13,23,0,Submission,1,04:38:00,3,W,Women_Strawweight,3820,13,0,13,0.7586206896551724,0.4827586206896552,0.7441860465116279
2016-09-10,Joanne Calderwood,0,13,26,0.5,23,36,0,0,0,0,0,NA,0,20,44,2,Submission,1,04:38:00,3,L,Women_Strawweight,3820,8,1,14,0.6388888888888888,0.7222222222222222,0.5806451612903226
2016-09-10,Jessica Eye,0,52,199,0.2613065326633166,63,210,0,0,0,0,0,NA,0,49,69,0,Decision,3,05:00:00,3,L,Women_Bantamweight,3819,101,3,101,0.3,0.9476190476190476,0.28117359413202936
2016-09-10,Bethe Correia,0,49,150,0.32666666666666666,69,170,0,3,0,0,0,NA,0,52,63,0,Decision,3,05:00:00,3,W,Women_Bantamweight,3819,147,0,147,0.40588235294117647,0.8823529411764706,0.36875
2016-09-10,Brad Tavares,0,46,100,0.46,58,112,0,0,0,0,0,NA,0,26,39,1,Decision,3,05:00:00,3,W,Men_Middleweight,3818,55,6,56,0.5178571428571429,0.8928571428571429,0.49056603773584906
2016-09-10,Caio Magalhaes,0,26,81,0.32098765432098764,39,95,1,7,0.14285714285714285,1,0,NA,0,46,58,0,Decision,3,05:00:00,3,L,Men_Middleweight,3818,54,0,54,0.4105263157894737,0.8526315789473684,0.3693181818181818
2016-09-10,Nik Lentz,0,38,50,0.76,80,97,5,6,0.8333333333333334,1,0,NA,0,16,42,0,KO/TKO,2,04:17:00,3,W,Men_Lightweight,3817,15,1,23,0.8247422680412371,0.5154639175257731,0.8027210884353742
2016-09-10,Michael McBride,0,16,31,0.5161290322580645,42,65,0,1,0,0,0,NA,0,38,80,5,KO/TKO,2,04:17:00,3,L,Men_Lightweight,3817,12,1,17,0.6461538461538462,0.47692307692307695,0.6041666666666666
2016-09-10,Drew Dober,1,20,41,0.4878048780487805,23,45,0,1,0,0,0,NA,0,10,10,0,KO/TKO,1,01:45:00,3,W,Men_Lightweight,3816,20,0,20,0.5111111111111111,0.9111111111111111,0.5
2016-09-10,Jason Gonzalez,0,10,30,0.3333333333333333,10,30,0,0,0,0,0,NA,1,20,23,0,KO/TKO,1,01:45:00,3,L,Men_Lightweight,3816,21,1,22,0.3333333333333333,1,0.3333333333333333
2016-09-10,Yancy Medeiros,2,17,57,0.2982456140350877,17,57,0,0,0,1,0,NA,0,17,18,0,Submission,2,00:49:00,3,W,Men_Welterweight,3815,72,0,72,0.2982456140350877,1,0.2982456140350877
2016-09-10,Sean Spencer,0,17,89,0.19101123595505617,18,90,0,0,0,0,0,NA,2,17,17,0,Submission,2,00:49:00,3,L,Men_Welterweight,3815,40,0,40,0.2,0.9888888888888889,0.19553072625698323
2016-09-03,Andrei Arlovski,0,38,62,0.6129032258064516,51,77,1,2,0.5,0,0,NA,0,53,112,1,Submission,3,02:53:00,5,L,Men_Heavyweight,3814,29,1,38,0.6623376623376623,0.8051948051948052,0.6402877697841727
2016-09-03,Josh Barnett,0,53,82,0.6463414634146342,112,150,1,2,0.5,1,1,NA,0,38,51,1,Submission,3,02:53:00,5,W,Men_Heavyweight,3814,24,1,26,0.7466666666666667,0.5466666666666666,0.7112068965517241
2016-09-03,Alexander Gustafsson,0,50,100,0.5,139,201,4,5,0.8,0,0,NA,0,28,55,0,Decision,3,05:00:00,3,W,Men_Heavyweight,3813,62,1,70,0.6915422885572139,0.4975124378109453,0.627906976744186
2016-09-03,Jan Blachowicz,0,28,90,0.3111111111111111,55,125,0,1,0,0,0,NA,0,50,139,4,Decision,3,05:00:00,3,L,Men_Heavyweight,3813,50,1,62,0.44,0.72,0.386046511627907
2016-09-03,Ryan Bader,1,13,34,0.38235294117647056,15,36,0,1,0,0,0,NA,1,9,11,0,KO/TKO,2,02:06:00,3,W,Men_Heavyweight,3812,21,5,21,0.4166666666666667,0.9444444444444444,0.4
2016-09-03,Ilir Latifi,1,9,30,0.3,11,32,0,5,0,0,0,NA,1,13,15,0,KO/TKO,2,02:06:00,3,L,Men_Heavyweight,3812,21,1,21,0.34375,0.9375,0.3225806451612903
2016-09-03,Nick Hein,0,20,76,0.2631578947368421,48,106,2,5,0.4,0,0,NA,0,40,44,0,Decision,3,05:00:00,3,W,Men_Lightweight,3811,77,2,77,0.4528301886792453,0.71698113207547165,0.37362637362637363
2016-09-03,Tae Hyun Bang,0,40,117,0.3418803418803419,44,121,0,2,0,0,0,NA,0,20,48,2,Decision,3,05:00:00,3,L,Men_Lightweight,3811,56,3,58,0.36363636363636365,0.9669421487603306,0.35294117647058826
2016-09-03,Jessin Ayari,0,70,172,0.4069767441860465,72,174,0,3,0,0,0,NA,1,47,53,0,Decision,3,05:00:00,3,W,Men_Welterweight,3810,88,0,89,0.41379310344827586,0.9885057471264368,0.41040462427745666
2016-09-03,Jim Wallhead,1,47,135,0.34814814814814815,53,142,0,0,0,0,0,NA,0,70,72,0,Decision,3,05:00:00,3,L,Men_Welterweight,3810,102,3,102,0.3732394366197183,0.9507042253521126,0.36101083032490977
2016-09-03,Peter Sobotta,1,38,76,0.5,83,127,3,5,0.6,1,0,NA,0,14,48,0,Decision,3,05:00:00,3,W,Men_Welterweight,3809,38,1,39,0.6535433070866141,0.5984251968503937,0.5960591133004927
2016-09-03,Nicolas Dalby,0,14,52,0.2692307692307692,48,87,0,1,0,0,0,NA,1,38,83,3,Decision,3,05:00:00,3,L,Men_Welterweight,3809,38,2,44,0.5517241379310345,0.5977011494252874,0.4460431654676259
2016-09-03,Ashlee Evans-Smith,0,73,115,0.6347826086956522,114,162,2,5,0.4,0,0,NA,0,23,34,0,KO/TKO,3,02:46:00,3,W,Women_Bantamweight,3808,18,0,20,0.7037037037037037,0.7098765432098766,0.6750902527075813
2016-09-03,Veronica Macedo,0,23,41,0.5609756097560976,34,54,0,0,0,0,0,NA,0,73,114,2,KO/TKO,3,02:46:00,3,L,Women_Bantamweight,3808,42,3,48,0.6296296296296297,0.7592592592592593,0.6
2016-09-03,Taylor Lapilus,0,63,146,0.4315068493150685,84,168,0,0,0,0,0,NA,0,19,23,3,Decision,3,05:00:00,3,W,Men_Bantamweight,3807,42,11,45,0.5,0.8690476190476191,0.4681528662420382
2016-09-03,Leandro Issa,0,19,61,0.3114754098360656,23,68,3,14,0.21428571428571427,0,0,NA,0,63,84,0,Decision,3,05:00:00,3,L,Men_Bantamweight,3807,83,0,84,0.3382352941176471,0.8970588235294118,0.32558139534883723
2016-09-03,Jarjis Danho,0,52,98,0.5306122448979592,72,126,1,5,0.2,0,0,NA,0,76,116,0,Decision,3,05:00:00,3,D,Men_Heavyweight,3806,83,1,86,0.5714285714285714,0.7777777777777778,0.5535714285714286
2016-09-03,Christian Colombo,0,76,159,0.4779874213836478,116,202,0,1,0,0,0,NA,0,52,72,1,Decision,3,05:00:00,3,D,Men_Heavyweight,3806,46,4,54,0.5742574257425742,0.7871287128712872,0.5318559556786704
2016-09-03,Scott Askham,0,37,106,0.3490566037735849,49,120,0,3,0,2,0,NA,0,88,121,1,Decision,3,05:00:00,3,L,Men_Middleweight,3805,68,5,69,0.4083333333333333,0.8833333333333333,0.3805309734513274
2016-09-03,Jack Hermansson,0,88,156,0.5641025641025641,121,190,1,6,0.16666666666666666,0,0,NA,0,37,49,0,Decision,3,05:00:00,3,W,Men_Middleweight,3805,69,3,71,0.6368421052631579,0.8210526315789474,0.6040462427745664
2016-09-03,Rustam Khabilov,0,24,82,0.2926829268292683,49,111,2,10,0.2,0,0,NA,0,29,40,0,Decision,3,05:00:00,3,W,Men_Lightweight,3804,54,2,55,0.44144144144144143,0.7387387387387387,0.37823834196891193
2016-09-03,Leandro Silva,0,29,83,0.3493975903614458,40,95,0,2,0,0,0,NA,0,24,49,2,Decision,3,05:00:00,3,L,Men_Lightweight,3804,58,8,62,0.42105263157894735,0.8736842105263158,0.38764044943820225
2016-08-27,Demian Maia,0,1,1,1,5,5,1,1,1,1,0,NA,0,1,1,0,Submission,1,01:52:00,5,W,Men_Welterweight,3803,5,0,5,1,0.2,1
2016-08-27,Carlos Condit,0,1,6,0.16666666666666666,1,6,0,0,0,0,0,NA,0,1,5,1,Submission,1,01:52:00,5,L,Men_Welterweight,3803,0,0,0,0.16666666666666666,1,0.16666666666666666
2016-08-27,Anthony Pettis,0,53,87,0.6091954022988506,77,114,0,0,0,1,5,NA,0,41,60,4,Submission,3,01:49:00,3,W,Men_Featherweight,3802,45,7,45,0.6754385964912281,0.7631578947368421,0.6467661691542289
2016-08-27,Charles Oliveira,0,41,86,0.47674418604651164,60,105,4,11,0.36363636363636365,0,0,NA,0,53,77,0,Submission,3,01:49:00,3,L,Men_Featherweight,3802,34,0,37,0.5714285714285714,0.819047619047619,0.5287958115183246
2016-08-27,Paige VanZant,1,25,63,0.3968253968253968,27,65,0,0,0,0,0,NA,0,21,30,0,KO/TKO,2,00:17:00,3,W,Women_Strawweight,3801,30,0,30,0.4153846153846154,0.9692307692307692,0.40625
2016-08-27,Bec Rawlings,0,21,51,0.4117647058823529,30,60,0,0,0,0,0,NA,1,25,27,0,KO/TKO,2,00:17:00,3,L,Women_Strawweight,3801,38,0,38,0.5,0.85,0.4594594594594595
2016-08-27,Joe Lauzon,0,54,136,0.39705882352941174,92,177,3,4,0.75,1,0,NA,0,80,97,0,Decision,3,05:00:00,3,L,Men_Lightweight,3800,86,3,88,0.519774011299435,0.768361581920904,0.46645367412140576
2016-08-27,Jim Miller,0,80,166,0.4819277108433735,97,185,0,3,0,0,0,NA,0,54,92,3,Decision,3,05:00:00,3,W,Men_Lightweight,3800,82,1,85,0.5243243243243243,0.8972972972972973,0.5042735042735043
2016-08-27,Sam Alvey,2,59,114,0.5175438596491229,70,125,0,0,0,0,0,NA,0,25,31,0,KO/TKO,2,04:56:00,3,W,Men_Middleweight,3799,26,2,27,0.56,0.912,0.5397489539748954
2016-08-27,Kevin Casey,0,25,51,0.49019607843137253,31,58,0,2,0,0,0,NA,2,59,70,0,KO/TKO,2,04:56:00,3,L,Men_Middleweight,3799,55,0,55,0.5344827586206896,0.8793103448275862,0.5137614678899083
2016-08-27,Enrique Barzola,0,55,165,0.3333333333333333,56,168,1,9,0.1111111111111111,0,0,NA,0,41,41,1,Decision,3,05:00:00,3,L,Men_Featherweight,3798,100,2,101,0.3333333333333333,0.9821428571428571,0.3333333333333333
2016-08-27,Kyle Bochniak,0,41,141,0.2907801418439716,41,142,1,3,0.3333333333333333,0,0,NA,0,55,56,1,Decision,3,05:00:00,3,W,Men_Featherweight,3798,110,8,112,0.2887323943661972,0.9929577464788732,0.28975265017667845
2016-08-27,Garreth McLellan,0,57,139,0.41007194244604317,88,179,2,8,0.25,0,0,NA,1,61,114,2,Decision,3,05:00:00,3,L,Men_Middleweight,3797,75,4,84,0.49162011173184356,0.776536312849162,0.4559748427672956
2016-08-27,Alessio Di Chirico,1,61,136,0.4485294117647059,114,198,2,6,0.3333333333333333,0,0,NA,0,57,88,2,Decision,3,05:00:00,3,W,Men_Middleweight,3797,82,6,91,0.5757575757575758,0.6868686868686869,0.5239520958083832
2016-08-27,Shane Campbell,0,9,13,0.6923076923076923,10,14,0,0,0,0,0,NA,1,11,13,0,KO/TKO,1,01:13:00,3,L,Men_Lightweight,3796,14,0,14,0.7142857142857143,0.9285714285714286,0.7037037037037037
2016-08-27,Felipe Silva,1,11,25,0.44,13,27,0,0,0,0,0,NA,0,9,10,0,KO/TKO,1,01:13:00,3,W,Men_Lightweight,3796,4,0,4,0.48148148148148145,0.9259259259259259,0.46153846153846156
2016-08-27,Chad Laprise,2,17,35,0.4857142857142857,22,40,0,0,0,0,0,NA,0,4,4,0,KO/TKO,1,01:36:00,3,W,Men_Lightweight,3795,12,0,12,0.55,0.875,0.52
2016-08-27,Thibault Gouti,0,4,16,0.25,4,16,0,0,0,0,0,NA,2,17,22,0,KO/TKO,1,01:36:00,3,L,Men_Lightweight,3795,18,0,18,0.25,1,0.25
2016-08-27,Jeremy Kennedy,0,27,71,0.38028169014084506,43,94,5,14,0.35714285714285715,0,0,NA,0,28,83,0,Decision,3,05:00:00,3,W,Men_Lightweight,3794,32,2,35,0.4574468085106383,0.7553191489361702,0.42424242424242425
2016-08-27,Alex Ricci,0,28,60,0.4666666666666667,83,118,0,2,0,0,0,NA,0,27,43,5,Decision,3,05:00:00,3,L,Men_Lightweight,3794,44,9,51,0.7033898305084746,0.5084745762711864,0.6235955056179775
2016-08-20,Nate Diaz,0,166,343,0.4839650145772595,252,435,1,7,0.14285714285714285,0,0,NA,3,164,197,0,Decision,5,05:00:00,5,L,Men_Welterweight,3793,122,1,125,0.5793103448275863,0.7885057471264367,0.5372750642673522
2016-08-20,Conor McGregor,3,164,286,0.5734265734265734,197,322,0,1,0,0,0,NA,0,166,252,1,Decision,5,05:00:00,5,W,Men_Welterweight,3793,177,6,183,0.6118012422360248,0.8881987577639752,0.59375
2016-08-20,Anthony Johnson,1,4,8,0.5,4,8,0,0,0,0,0,NA,0,1,1,0,KO/TKO,1,00:13:00,3,W,Men_Heavyweight,3792,2,0,2,0.5,1,0.5
2016-08-20,Glover Teixeira,0,1,3,0.3333333333333333,1,3,0,0,0,0,0,NA,1,4,4,0,KO/TKO,1,00:13:00,3,L,Men_Heavyweight,3792,4,0,4,0.3333333333333333,1,0.3333333333333333
2016-08-20,Rick Story,0,17,51,0.3333333333333333,19,54,1,5,0.2,0,0,NA,1,45,48,1,KO/TKO,2,02:02:00,3,L,Men_Welterweight,3791,28,0,28,0.35185185185185186,0.9444444444444444,0.34285714285714286
2016-08-20,Donald Cerrone,1,45,73,0.6164383561643836,48,76,1,1,1,1,0,NA,0,17,19,1,KO/TKO,2,02:02:00,3,W,Men_Welterweight,3791,34,4,35,0.631578947368421,0.9605263157894737,0.6241610738255033
2016-08-20,Hyun Gyu Lim,0,8,29,0.27586206896551724,8,29,0,0,0,0,0,NA,3,31,50,0,KO/TKO,1,03:38:00,3,L,Men_Welterweight,3790,19,0,19,0.27586206896551724,1,0.27586206896551724
2016-08-20,Mike Perry,3,31,50,0.62,50,69,0,0,0,0,0,NA,0,8,8,0,KO/TKO,1,03:38:00,3,W,Men_Welterweight,3790,21,0,21,0.7246376811594203,0.7246376811594203,0.680672268907563
2016-08-20,Tim Means,0,71,118,0.6016949152542372,82,130,0,0,0,0,0,NA,0,33,38,2,KO/TKO,2,02:56:00,3,W,Men_Welterweight,3789,47,0,50,0.6307692307692307,0.9076923076923077,0.6169354838709677
2016-08-20,Sabah Homasi,0,33,80,0.4125,38,88,2,2,1,0,0,NA,0,71,82,0,KO/TKO,2,02:56:00,3,L,Men_Welterweight,3789,47,0,48,0.4318181818181818,0.9090909090909091,0.4226190476190476
2016-08-20,Cody Garbrandt,1,12,27,0.4444444444444444,13,28,0,0,0,0,0,NA,0,4,6,0,KO/TKO,1,00:48:00,3,W,Men_Bantamweight,3788,5,0,5,0.4642857142857143,0.9642857142857143,0.45454545454545453
2016-08-20,Takeya Mizugaki,0,4,9,0.4444444444444444,6,11,0,0,0,0,0,NA,1,12,13,0,KO/TKO,1,00:48:00,3,L,Men_Bantamweight,3788,15,0,15,0.5454545454545454,0.8181818181818182,0.5
2016-08-20,Raquel Pennington,0,33,50,0.66,81,102,3,5,0.6,1,0,NA,0,15,34,1,Decision,3,05:00:00,3,W,Women_Bantamweight,3787,19,4,24,0.7941176470588235,0.49019607843137253,0.75
2016-08-20,Elizabeth Phillips,0,15,34,0.4411764705882353,34,58,1,5,0.2,0,1,NA,0,33,81,3,Decision,3,05:00:00,3,L,Women_Bantamweight,3787,17,2,21,0.5862068965517241,0.5862068965517241,0.532608695652174
2016-08-20,Artem Lobov,0,53,117,0.452991452991453,63,128,0,1,0,0,0,NA,0,42,63,0,Decision,3,05:00:00,3,W,Men_Featherweight,3786,86,1,87,0.4921875,0.9140625,0.47346938775510206
2016-08-20,Chris Avila,0,42,128,0.328125,63,150,0,1,0,0,0,NA,0,53,63,0,Decision,3,05:00:00,3,L,Men_Featherweight,3786,64,1,65,0.42,0.8533333333333334,0.3776978417266187
2016-08-20,Randa Markos,0,4,17,0.23529411764705882,38,51,1,1,1,0,1,NA,0,21,29,0,Submission,1,04:34:00,3,L,Women_Strawweight,3785,15,0,15,0.7450980392156863,0.3333333333333333,0.6176470588235294
2016-08-20,Cortney Casey,0,21,36,0.5833333333333334,29,44,0,0,0,1,1,NA,0,4,38,1,Submission,1,04:34:00,3,W,Women_Strawweight,3785,13,0,13,0.6590909090909091,0.8181818181818182,0.625
2016-08-20,Neil Magny,0,8,23,0.34782608695652173,13,29,0,5,0,0,0,NA,1,32,34,0,KO/TKO,1,04:08:00,3,L,Men_Welterweight,3784,16,0,16,0.4482758620689655,0.7931034482758621,0.40384615384615385
2016-08-20,Lorenz Larkin,1,32,48,0.6666666666666666,34,50,0,0,0,0,0,NA,0,8,13,0,KO/TKO,1,04:08:00,3,W,Men_Welterweight,3784,15,5,16,0.68,0.96,0.673469387755102
2016-08-20,Colby Covington,0,26,46,0.5652173913043478,161,216,6,9,0.6666666666666666,0,0,NA,0,13,33,0,KO/TKO,3,02:18:00,3,W,Men_Welterweight,3783,22,0,25,0.7453703703703703,0.21296296296296297,0.7137404580152672
2016-08-20,Max Griffin,0,13,35,0.37142857142857144,33,58,0,0,0,1,1,NA,0,26,161,6,KO/TKO,3,02:18:00,3,L,Men_Welterweight,3783,20,3,55,0.5689655172413793,0.603448275862069,0.4946236559139785
2016-08-20,Alberto Uda,0,4,9,0.4444444444444444,21,27,1,2,0.5,0,0,NA,0,10,50,1,Submission,1,04:30:00,3,L,Men_Middleweight,3782,4,0,18,0.7777777777777778,0.3333333333333333,0.6944444444444444
2016-08-20,Marvin Vettori,0,10,14,0.7142857142857143,50,68,1,1,1,1,0,NA,0,4,21,1,Submission,1,04:30:00,3,W,Men_Middleweight,3782,5,1,6,0.7352941176470589,0.20588235294117646,0.7317073170731707
2016-08-06,Yair Rodriguez,0,120,338,0.35502958579881655,124,343,1,2,0.5,0,0,NA,0,62,65,1,Decision,5,05:00:00,5,W,Men_Featherweight,3781,134,0,137,0.36151603498542273,0.9854227405247813,0.35829662261380324
2016-08-06,Alex Caceres,0,62,196,0.3163265306122449,65,202,1,1,1,0,0,NA,0,120,124,1,Decision,5,05:00:00,5,L,Men_Featherweight,3781,218,1,219,0.3217821782178218,0.9702970297029703,0.31909547738693467
2016-08-06,Dennis Bermudez,0,48,95,0.5052631578947369,77,127,5,10,0.5,0,1,NA,0,9,16,0,Decision,3,05:00:00,3,W,Men_Featherweight,3780,32,0,32,0.6062992125984252,0.7480314960629921,0.5630630630630631
2016-08-06,Rony Jason,0,9,41,0.21951219512195122,16,48,0,0,0,0,0,NA,0,48,77,5,Decision,3,05:00:00,3,L,Men_Featherweight,3780,47,5,50,0.3333333333333333,0.8541666666666666,0.2808988764044944
2016-08-06,Thales Leites,0,36,53,0.6792452830188679,58,82,5,11,0.45454545454545453,1,0,NA,0,8,11,0,Submission,3,02:58:00,3,W,Men_Middleweight,3779,7,0,7,0.7073170731707317,0.6463414634146342,0.6962962962962963
2016-08-06,Chris Camozzi,0,8,15,0.5333333333333333,11,18,0,0,0,0,0,NA,0,36,58,5,Submission,3,02:58:00,3,L,Men_Middleweight,3779,17,6,24,0.6111111111111112,0.8333333333333334,0.5757575757575758
2016-08-06,Santiago Ponzinibbio,0,58,126,0.4603174603174603,60,128,0,0,0,0,0,NA,0,35,35,1,Decision,3,05:00:00,3,W,Men_Welterweight,3778,117,4,117,0.46875,0.984375,0.4645669291338583
2016-08-06,Zak Cummings,0,35,152,0.23026315789473684,35,152,1,5,0.2,0,0,NA,0,58,60,0,Decision,3,05:00:00,3,L,Men_Welterweight,3778,68,0,68,0.23026315789473684,1,0.23026315789473684
2016-08-06,Trevor Smith,1,42,69,0.6086956521739131,105,137,4,6,0.6666666666666666,2,0,NA,0,15,24,1,Decision,3,05:00:00,3,W,Men_Middleweight,3777,16,0,16,0.7664233576642335,0.5036496350364964,0.7135922330097088
2016-08-06,Joseph Gigliotti,0,15,31,0.4838709677419355,24,40,1,1,1,1,0,NA,1,42,105,4,Decision,3,05:00:00,3,L,Men_Middleweight,3777,27,2,32,0.6,0.775,0.5492957746478874
2016-08-06,Maryna Moroz,0,17,251,0.06772908366533864,17,251,0,0,0,0,0,NA,0,17,17,1,Decision,3,05:00:00,3,W,Women_Strawweight,3776,85,0,85,0.06772908366533864,1,0.06772908366533864
