date,fighter,kd,sig_strike_landed,sig_strike_attempts,sig_strike_percent,strike_landed,strike_attempts,td_landed,td_attempts,td_percent,sub_attempts,pass,rev,kds_received,sig_strikes_received,strikes_received,tds_received,method,round_finished,time,rounds,res,weight_class,fight_pk,sig_strikes_avoided,tds_defended,strikes_avoided,strike_percent,sig_reg_mixture,sig_reg_percent
2019-08-03,Salim Touahri,0,48,96,0.5,65,118,0,3,0,0,0,NA,0,50,66,1,Decision,3,05:00:00,3,L,Men_Welterweight,5224,67,6,70,0.5508474576271186,0.8135593220338984,0.5280373831775701
2019-08-03,Antonina Shevchenko,0,16,23,0.6956521739130435,36,44,0,0,0,3,0,NA,0,6,12,1,Submission,2,01:20:00,3,W,Women_Flyweight,5223,10,4,12,0.8181818181818182,0.5227272727272727,0.7761194029850746
2019-08-03,Lucie Pudilova,0,6,16,0.375,12,24,1,5,0.2,0,0,NA,0,16,36,0,Submission,2,01:20:00,3,L,Women_Flyweight,5223,7,0,8,0.5,0.6666666666666666,0.45
2019-08-03,Jordan Espinosa,0,5,6,0.8333333333333334,5,6,0,1,0,0,0,NA,0,3,3,0,Submission,1,01:23:00,3,L,Men_Flyweight,5222,9,0,9,0.8333333333333334,1,0.8333333333333334
2019-08-03,Matt Schnell,0,3,12,0.25,3,12,0,0,0,1,0,NA,0,5,5,0,Submission,1,01:23:00,3,W,Men_Flyweight,5222,1,1,1,0.25,1,0.25
2019-08-03,Lauren Murphy,1,24,123,0.1951219512195122,35,144,0,1,0,0,0,NA,0,22,35,1,KO/TKO,3,01:46:00,3,W,Women_Flyweight,5221,50,2,52,0.24305555555555555,0.8541666666666666,0.2209737827715356
2019-08-03,Mara Romero Borella,0,22,72,0.3055555555555556,35,87,1,3,0.3333333333333333,0,0,NA,1,24,35,0,KO/TKO,3,01:46:00,3,L,Women_Flyweight,5221,99,1,109,0.40229885057471265,0.8275862068965517,0.3584905660377358
2019-08-03,Claudio Silva,0,32,37,0.8648648648648649,32,38,1,1,1,1,0,NA,0,2,2,0,Submission,1,02:35:00,3,W,Men_Welterweight,5220,4,0,4,0.8421052631578947,0.9736842105263158,0.8533333333333334
2019-08-03,Cole Williams,0,2,6,0.3333333333333333,2,6,0,0,0,0,0,NA,0,32,32,1,Submission,1,02:35:00,3,L,Men_Welterweight,5220,5,0,6,0.3333333333333333,1,0.3333333333333333
2019-08-03,Miranda Granger,0,61,143,0.42657342657342656,77,162,0,0,0,0,0,NA,0,55,58,0,Decision,3,05:00:00,3,W,Women_Flyweight,5219,111,0,112,0.47530864197530864,0.8827160493827161,0.4524590163934426
2019-08-03,Hannah Goldy,0,55,166,0.3313253012048193,58,170,0,0,0,0,0,NA,0,61,77,0,Decision,3,05:00:00,3,L,Women_Flyweight,5219,82,0,85,0.3411764705882353,0.9764705882352941,0.33630952380952384
2019-07-27,Max Holloway,0,129,328,0.3932926829268293,131,330,0,0,0,0,0,NA,0,96,96,1,Decision,5,05:00:00,5,W,Men_Featherweight,5218,168,14,168,0.396969696969697,0.9939393939393939,0.3951367781155015
2019-07-27,Frankie Edgar,0,96,264,0.36363636363636365,96,264,1,15,0.06666666666666667,0,0,NA,0,129,131,0,Decision,5,05:00:00,5,L,Men_Featherweight,5218,199,0,199,0.36363636363636365,1,0.36363636363636365
2019-07-27,Cristiane Justino,0,122,216,0.5648148148148148,138,234,0,0,0,0,0,NA,0,38,64,0,Decision,3,05:00:00,3,W,Women_Featherweight,5217,47,8,51,0.5897435897435898,0.9230769230769231,0.5777777777777777
2019-07-27,Felicia Spencer,0,38,85,0.4470588235294118,64,115,0,8,0,0,0,NA,0,122,138,0,Decision,3,05:00:00,3,L,Women_Featherweight,5217,94,0,96,0.5565217391304348,0.7391304347826086,0.51
2019-07-27,Geoff Neal,0,41,61,0.6721311475409836,53,73,2,4,0.5,0,0,NA,1,24,42,0,KO/TKO,2,02:39:00,3,W,Men_Welterweight,5216,33,2,37,0.726027397260274,0.8356164383561644,0.7014925373134329
2019-07-27,Niko Price,1,24,57,0.42105263157894735,42,79,0,2,0,0,1,NA,0,41,53,2,KO/TKO,2,02:39:00,3,L,Men_Welterweight,5216,20,2,20,0.5316455696202531,0.7215189873417721,0.4852941176470588
2019-07-27,Olivier Aubin-Mercier,0,23,48,0.4791666666666667,36,61,0,3,0,0,0,NA,0,47,110,2,Decision,3,05:00:00,3,L,Men_Lightweight,5215,58,9,64,0.5901639344262295,0.7868852459016393,0.5412844036697247
2019-07-27,Arman Tsarukyan,0,47,105,0.44761904761904764,110,174,2,11,0.18181818181818182,0,0,NA,0,23,36,0,Decision,3,05:00:00,3,W,Men_Lightweight,5215,25,3,25,0.632183908045977,0.603448275862069,0.5627240143369175
2019-07-27,Marc-Andre Barriault,0,39,77,0.5064935064935064,62,102,1,3,0.3333333333333333,0,0,NA,0,40,98,1,Decision,3,05:00:00,3,L,Men_Middleweight,5214,77,6,83,0.6078431372549019,0.7549019607843137,0.5642458100558659
2019-07-27,Krzysztof Jotko,0,40,117,0.3418803418803419,98,181,1,7,0.14285714285714285,0,1,NA,0,39,62,1,Decision,3,05:00:00,3,W,Men_Middleweight,5214,38,2,40,0.5414364640883977,0.6464088397790055,0.46308724832214765
2019-07-27,Alexis Davis,0,68,137,0.49635036496350365,134,213,0,4,0,0,1,NA,0,67,79,2,Decision,3,05:00:00,3,L,Women_Flyweight,5213,81,0,83,0.6291079812206573,0.6431924882629108,0.5771428571428572
2019-07-27,Viviane Araujo,0,67,148,0.4527027027027027,79,162,2,2,1,0,0,NA,0,68,134,0,Decision,3,05:00:00,3,W,Women_Flyweight,5213,69,4,79,0.4876543209876543,0.9135802469135802,0.47096774193548385
2019-07-27,Hakeem Dawodu,1,80,154,0.5194805194805194,89,166,0,0,0,0,0,NA,0,39,41,0,KO/TKO,3,04:09:00,3,W,Men_Featherweight,5212,40,1,40,0.536144578313253,0.927710843373494,0.528125
2019-07-27,Yoshinori Horie,0,39,79,0.4936708860759494,41,81,0,1,0,0,0,NA,1,80,89,0,KO/TKO,3,04:09:00,3,L,Men_Featherweight,5212,74,0,77,0.5061728395061729,0.9753086419753086,0.5
2019-07-27,Gavin Tucker,0,37,62,0.5967741935483871,49,77,5,13,0.38461538461538464,2,1,NA,0,23,42,2,Submission,3,03:17:00,3,W,Men_Featherweight,5211,73,0,74,0.6363636363636364,0.8051948051948052,0.6187050359712231
2019-07-27,SeungWoo Choi,0,23,96,0.23958333333333334,42,116,2,2,1,0,0,NA,0,37,49,5,Submission,3,03:17:00,3,L,Men_Featherweight,5211,25,8,28,0.3620689655172414,0.8275862068965517,0.30660377358490565
2019-07-27,Alexandre Pantoja,0,61,151,0.40397350993377484,68,160,2,10,0.2,0,0,NA,1,67,71,2,Decision,3,05:00:00,3,L,Men_Flyweight,5210,46,1,46,0.425,0.94375,0.41479099678456594
2019-07-27,Deiveson Figueiredo,1,67,113,0.5929203539823009,71,117,2,3,0.6666666666666666,0,0,NA,0,61,68,2,Decision,3,05:00:00,3,W,Men_Flyweight,5210,90,8,92,0.6068376068376068,0.9658119658119658,0.6
2019-07-27,Gillian Robertson,0,29,42,0.6904761904761905,51,64,2,3,0.6666666666666666,0,0,NA,0,9,33,0,KO/TKO,2,04:13:00,3,W,Women_Flyweight,5209,11,0,13,0.796875,0.65625,0.7547169811320755
2019-07-27,Sarah Frota,0,9,20,0.45,33,46,0,0,0,0,0,NA,0,29,51,2,KO/TKO,2,04:13:00,3,L,Women_Flyweight,5209,13,1,13,0.717391304347826,0.43478260869565216,0.6363636363636364
2019-07-27,Erik Koch,0,37,63,0.5873015873015873,67,99,4,11,0.36363636363636365,0,0,NA,0,23,68,0,Decision,3,05:00:00,3,W,Men_Welterweight,5208,41,8,51,0.6767676767676768,0.6363636363636364,0.6419753086419753
2019-07-27,Kyle Stewart,0,23,64,0.359375,68,119,0,8,0,0,0,NA,0,37,67,4,Decision,3,05:00:00,3,L,Men_Welterweight,5208,26,7,32,0.5714285714285714,0.5378151260504201,0.4972677595628415
2019-07-20,Rafael Dos Anjos,0,81,169,0.47928994082840237,129,219,0,5,0,0,0,NA,0,92,113,3,Decision,5,05:00:00,5,L,Men_Welterweight,5207,123,7,131,0.589041095890411,0.771689497716895,0.5412371134020618
2019-07-20,Leon Edwards,0,92,215,0.42790697674418604,113,244,3,10,0.3,0,0,NA,0,81,129,0,Decision,5,05:00:00,5,W,Men_Welterweight,5207,88,5,90,0.46311475409836067,0.8811475409836066,0.4466230936819172
2019-07-20,Aleksei Oleinik,0,1,3,0.3333333333333333,1,3,0,0,0,0,0,NA,1,4,4,0,KO/TKO,1,00:12:00,3,L,Men_Heavyweight,5206,3,0,3,0.3333333333333333,1,0.3333333333333333
2019-07-20,Walt Harris,1,4,7,0.5714285714285714,4,7,0,0,0,0,0,NA,0,1,1,0,KO/TKO,1,00:12:00,3,W,Men_Heavyweight,5206,2,0,2,0.5714285714285714,1,0.5714285714285714
2019-07-20,Greg Hardy,0,36,38,0.9473684210526315,36,38,0,0,0,0,0,NA,0,3,3,0,KO/TKO,1,00:45:00,3,W,Men_Heavyweight,5205,4,1,4,0.9473684210526315,1,0.9473684210526315
2019-07-20,Juan Adams,0,3,7,0.42857142857142855,3,7,0,1,0,0,0,NA,0,36,36,0,KO/TKO,1,00:45:00,3,L,Men_Heavyweight,5205,2,0,2,0.42857142857142855,1,0.42857142857142855
2019-07-20,James Vick,0,7,23,0.30434782608695654,7,23,0,0,0,0,0,NA,1,22,22,0,KO/TKO,1,02:33:00,3,L,Men_Lightweight,5204,19,0,19,0.30434782608695654,1,0.30434782608695654
2019-07-20,Dan Hooker,1,22,41,0.5365853658536586,22,41,0,0,0,0,0,NA,0,7,7,0,KO/TKO,1,02:33:00,3,W,Men_Lightweight,5204,16,0,16,0.5365853658536586,1,0.5365853658536586
2019-07-20,Alexander Hernandez,0,25,91,0.27472527472527475,26,92,0,1,0,0,0,NA,0,25,28,0,Decision,3,05:00:00,3,W,Men_Lightweight,5203,27,0,27,0.2826086956521739,0.9891304347826086,0.2786885245901639
2019-07-20,Francisco Trinaldo,0,25,52,0.4807692307692308,28,55,0,0,0,0,0,NA,0,25,26,0,Decision,3,05:00:00,3,L,Men_Lightweight,5203,66,1,66,0.509090909090909,0.9454545454545454,0.4953271028037383
2019-07-20,Andrei Arlovski,0,152,263,0.5779467680608364,160,272,0,0,0,0,0,NA,0,70,75,0,Decision,3,05:00:00,3,W,Men_Heavyweight,5202,107,1,108,0.5882352941176471,0.9669117647058824,0.5831775700934579
2019-07-20,Ben Rothwell,0,70,177,0.3954802259887006,75,183,0,1,0,0,0,NA,0,152,160,0,Decision,3,05:00:00,3,L,Men_Heavyweight,5202,111,0,112,0.4098360655737705,0.9672131147540983,0.4027777777777778
2019-07-20,Alex Caceres,0,94,197,0.47715736040609136,95,198,0,0,0,0,0,NA,0,67,87,2,Decision,3,05:00:00,3,W,Men_Featherweight,5201,151,0,154,0.4797979797979798,0.9949494949494949,0.47848101265822784
2019-07-20,Steven Peterson,0,67,218,0.3073394495412844,87,241,2,2,1,0,0,NA,0,94,95,0,Decision,3,05:00:00,3,L,Men_Featherweight,5201,103,0,103,0.36099585062240663,0.9045643153526971,0.3355119825708061
2019-07-20,Raquel Pennington,0,47,137,0.34306569343065696,86,181,1,6,0.16666666666666666,0,0,NA,0,52,75,0,Decision,3,05:00:00,3,W,Women_Bantamweight,5200,132,0,133,0.47513812154696133,0.7569060773480663,0.41823899371069184
2019-07-20,Irene Aldana,0,52,184,0.2826086956521739,75,208,0,0,0,0,0,NA,0,47,86,1,Decision,3,05:00:00,3,L,Women_Bantamweight,5200,90,5,95,0.3605769230769231,0.8846153846153846,0.3239795918367347
2019-07-20,Sam Alvey,0,28,77,0.36363636363636365,67,117,0,1,0,0,1,NA,0,36,61,1,Decision,3,05:00:00,3,L,Men_Heavyweight,5199,53,2,54,0.5726495726495726,0.6581196581196581,0.4896907216494845
2019-07-20,Klidson Abreu,0,36,89,0.4044943820224719,61,115,1,3,0.3333333333333333,0,0,NA,0,28,67,0,Decision,3,05:00:00,3,W,Men_Heavyweight,5199,49,1,50,0.5304347826086957,0.7739130434782608,0.47549019607843135
2019-07-20,Roxanne Modafferi,0,29,110,0.2636363636363636,76,161,0,9,0,0,0,NA,0,83,111,0,Decision,3,05:00:00,3,L,Women_Flyweight,5198,91,0,94,0.4720496894409938,0.6832298136645962,0.3874538745387454
2019-07-20,Jennifer Maia,0,83,174,0.47701149425287354,111,205,0,0,0,0,0,NA,0,29,76,0,Decision,3,05:00:00,3,W,Women_Flyweight,5198,81,9,85,0.5414634146341464,0.848780487804878,0.5118733509234829
2019-07-20,Ray Borg,0,15,23,0.6521739130434783,23,34,6,9,0.6666666666666666,1,1,NA,0,8,58,1,Decision,3,05:00:00,3,W,Men_Bantamweight,5197,8,5,18,0.6764705882352942,0.6764705882352942,0.6666666666666666
2019-07-20,Gabriel Silva,0,8,16,0.5,58,76,1,6,0.16666666666666666,0,1,NA,0,15,23,6,Decision,3,05:00:00,3,L,Men_Bantamweight,5197,8,3,11,0.7631578947368421,0.21052631578947367,0.717391304347826
2019-07-20,Mario Bautista,0,129,248,0.5201612903225806,179,301,0,2,0,0,0,NA,0,95,106,2,Decision,3,05:00:00,3,W,Men_Bantamweight,5196,105,3,107,0.5946843853820598,0.8239202657807309,0.5610200364298725
2019-07-20,Jin Soo Son,0,95,200,0.475,106,213,2,5,0.4,0,0,NA,0,129,179,0,Decision,3,05:00:00,3,L,Men_Bantamweight,5196,119,2,122,0.49765258215962443,0.9389671361502347,0.48668280871670705
2019-07-20,Domingo Pilarte,0,11,21,0.5238095238095238,69,89,2,5,0.4,1,1,NA,0,23,92,2,Decision,3,05:00:00,3,L,Men_Bantamweight,5195,19,6,40,0.7752808988764045,0.23595505617977527,0.7272727272727273
2019-07-20,Felipe Colares,0,23,42,0.5476190476190477,92,132,2,8,0.25,0,0,NA,0,11,69,2,Decision,3,05:00:00,3,W,Men_Bantamweight,5195,10,3,20,0.696969696969697,0.3181818181818182,0.6609195402298851
2019-07-13,Germaine de Randamie,1,4,5,0.8,4,5,0,0,0,0,0,NA,0,0,0,0,KO/TKO,1,00:16:00,5,W,Women_Bantamweight,5194,4,0,4,0.8,1,0.8
2019-07-13,Aspen Ladd,0,0,4,0,0,4,0,0,0,0,0,NA,1,4,4,0,KO/TKO,1,00:16:00,5,L,Women_Bantamweight,5194,1,0,1,0,1,0
2019-07-13,Urijah Faber,1,11,15,0.7333333333333333,11,15,0,0,0,0,0,NA,0,4,4,0,KO/TKO,1,00:46:00,3,W,Men_Bantamweight,5193,4,0,4,0.7333333333333333,1,0.7333333333333333
2019-07-13,Ricky Simon,0,4,8,0.5,4,8,0,0,0,0,0,NA,1,11,11,0,KO/TKO,1,00:46:00,3,L,Men_Bantamweight,5193,4,0,4,0.5,1,0.5
2019-07-13,Josh Emmett,1,27,52,0.5192307692307693,33,60,0,0,0,0,0,NA,0,10,10,0,KO/TKO,1,04:25:00,3,W,Men_Featherweight,5192,55,0,55,0.55,0.8666666666666667,0.5357142857142857
2019-07-13,Mirsad Bektic,0,10,65,0.15384615384615385,10,65,0,0,0,0,0,NA,1,27,33,0,KO/TKO,1,04:25:00,3,L,Men_Featherweight,5192,25,0,27,0.15384615384615385,1,0.15384615384615385
2019-07-13,Karl Roberson,0,50,80,0.625,79,113,0,0,0,0,3,NA,0,25,38,4,Decision,3,05:00:00,3,W,Men_Middleweight,5191,26,3,29,0.6991150442477876,0.7079646017699115,0.6683937823834197
2019-07-13,Wellington Turman,0,25,51,0.49019607843137253,38,67,4,7,0.5714285714285714,2,0,NA,0,50,79,0,Decision,3,05:00:00,3,L,Men_Middleweight,5191,30,0,34,0.5671641791044776,0.7611940298507462,0.5338983050847458
2019-07-13,Marvin Vettori,0,78,148,0.527027027027027,106,176,2,4,0.5,0,0,NA,0,39,41,0,Decision,3,05:00:00,3,W,Men_Middleweight,5190,49,5,49,0.6022727272727273,0.8409090909090909,0.5679012345679012
2019-07-13,Cezar Ferreira,0,39,88,0.4431818181818182,41,90,0,5,0,0,0,NA,0,78,106,2,Decision,3,05:00:00,3,L,Men_Middleweight,5190,70,2,70,0.45555555555555555,0.9777777777777777,0.449438202247191
2019-07-13,Mike Rodriguez,0,70,161,0.43478260869565216,95,186,0,0,0,0,0,NA,0,55,75,4,Overturned,3,05:00:00,3,N,Men_Heavyweight,5189,73,2,79,0.510752688172043,0.8655913978494624,0.4755043227665706
2019-07-13,John Allan,0,55,128,0.4296875,75,154,4,6,0.6666666666666666,3,0,NA,0,70,95,0,Overturned,3,05:00:00,3,D,Men_Heavyweight,5189,91,0,91,0.487012987012987,0.8311688311688312,0.46099290780141844
2019-07-13,Andre Fili,1,19,55,0.34545454545454546,20,58,0,0,0,0,0,NA,0,11,11,0,KO/TKO,1,03:07:00,3,W,Men_Featherweight,5188,11,0,11,0.3448275862068966,0.9482758620689655,0.34513274336283184
2019-07-13,Sheymon Moraes,0,11,22,0.5,11,22,0,0,0,0,0,NA,1,19,20,0,KO/TKO,1,03:07:00,3,L,Men_Featherweight,5188,36,0,38,0.5,1,0.5
2019-07-13,Julianna Pena,0,45,90,0.5,108,158,2,4,0.5,0,0,NA,0,38,59,3,Decision,3,05:00:00,3,W,Women_Bantamweight,5187,41,2,44,0.6835443037974683,0.569620253164557,0.6169354838709677
2019-07-13,Nicco Montano,0,38,79,0.4810126582278481,59,103,3,5,0.6,0,0,NA,0,45,108,2,Decision,3,05:00:00,3,L,Women_Bantamweight,5187,45,2,50,0.5728155339805825,0.7669902912621359,0.532967032967033
2019-07-13,Darren Elkins,0,29,126,0.23015873015873015,31,128,0,0,0,0,0,NA,2,36,40,0,Decision,3,05:00:00,3,L,Men_Featherweight,5186,47,1,53,0.2421875,0.984375,0.23622047244094488
2019-07-13,Ryan Hall,2,36,83,0.43373493975903615,40,93,0,1,0,1,1,NA,0,29,31,0,Decision,3,05:00:00,3,W,Men_Featherweight,5186,97,0,97,0.43010752688172044,0.8924731182795699,0.4318181818181818
2019-07-13,Pingyuan Liu,0,27,150,0.18,27,150,0,0,0,0,0,NA,1,32,32,0,KO/TKO,3,03:54:00,3,L,Men_Bantamweight,5185,81,0,81,0.18,1,0.18
2019-07-13,Jonathan Martinez,1,32,113,0.2831858407079646,32,113,0,0,0,0,0,NA,0,27,27,0,KO/TKO,3,03:54:00,3,W,Men_Bantamweight,5185,123,0,123,0.2831858407079646,1,0.2831858407079646
2019-07-13,Livinha Souza,0,23,66,0.3484848484848485,30,73,2,3,0.6666666666666666,0,0,NA,0,72,88,3,Decision,3,05:00:00,3,L,Women_Strawweight,5184,115,1,116,0.410958904109589,0.9041095890410958,0.381294964028777
2019-07-13,Brianna Van Buren,0,72,187,0.3850267379679144,88,204,3,4,0.75,0,0,NA,0,23,30,2,Decision,3,05:00:00,3,W,Women_Strawweight,5184,43,1,43,0.43137254901960786,0.9166666666666666,0.4092071611253197
2019-07-13,Benito Lopez,0,54,132,0.4090909090909091,54,132,0,0,0,0,0,NA,1,64,67,0,Decision,3,05:00:00,3,W,Men_Bantamweight,5183,83,0,83,0.4090909090909091,1,0.4090909090909091
2019-07-13,Vince Morales,1,64,147,0.43537414965986393,67,150,0,0,0,0,0,NA,0,54,54,0,Decision,3,05:00:00,3,L,Men_Bantamweight,5183,78,0,78,0.44666666666666666,0.98,0.44107744107744107
2019-07-06,Jon Jones,0,59,90,0.6555555555555556,59,90,0,1,0,0,0,NA,0,43,43,0,Decision,5,05:00:00,5,W,Men_Heavyweight,5182,123,0,123,0.6555555555555556,1,0.6555555555555556
2019-07-06,Thiago Santos,0,43,166,0.25903614457831325,43,166,0,0,0,0,0,NA,0,59,59,0,Decision,5,05:00:00,5,L,Men_Heavyweight,5182,31,1,31,0.25903614457831325,1,0.25903614457831325
2019-07-06,Amanda Nunes,1,17,35,0.4857142857142857,17,36,0,1,0,0,0,NA,0,11,14,0,KO/TKO,1,04:10:00,5,W,Women_Bantamweight,5181,3,0,3,0.4722222222222222,0.9722222222222222,0.4788732394366197
2019-07-06,Holly Holm,0,11,14,0.7857142857142857,14,17,0,0,0,0,0,NA,1,17,17,0,KO/TKO,1,04:10:00,5,L,Women_Bantamweight,5181,18,1,19,0.8235294117647058,0.8235294117647058,0.8064516129032258
2019-07-06,Jorge Masvidal,1,3,3,1,3,3,0,0,0,0,0,NA,0,0,0,0,KO/TKO,1,00:05:00,3,W,Men_Welterweight,5180,0,0,0,1,1,1
2019-07-06,Ben Askren,0,0,0,0,0,0,0,0,0,0,0,NA,1,3,3,0,KO/TKO,1,00:05:00,3,L,Men_Welterweight,5180,0,0,0,NA,NA,NA
2019-07-06,Jan Blachowicz,1,30,42,0.7142857142857143,38,50,0,0,0,0,0,NA,0,14,17,0,KO/TKO,2,01:39:00,3,W,Men_Heavyweight,5179,22,5,22,0.76,0.84,0.7391304347826086
2019-07-06,Luke Rockhold,0,14,36,0.3888888888888889,17,39,0,5,0,0,0,NA,1,30,38,0,KO/TKO,2,01:39:00,3,L,Men_Heavyweight,5179,12,0,12,0.4358974358974359,0.9230769230769231,0.41333333333333333
2019-07-06,Diego Sanchez,0,7,11,0.6363636363636364,23,31,1,2,0.5,0,0,NA,0,47,98,5,Decision,3,05:00:00,3,L,Men_Welterweight,5178,20,1,34,0.7419354838709677,0.3548387096774194,0.7142857142857143
2019-07-06,Michael Chiesa,0,47,67,0.7014925373134329,98,132,5,6,0.8333333333333334,0,1,NA,0,7,23,1,Decision,3,05:00:00,3,W,Men_Welterweight,5178,4,1,8,0.7424242424242424,0.5075757575757576,0.7286432160804021
2019-07-06,Gilbert Melendez,0,23,113,0.20353982300884957,27,117,0,2,0,0,0,NA,0,102,102,1,Decision,3,05:00:00,3,L,Men_Featherweight,5177,88,1,89,0.23076923076923078,0.9658119658119658,0.21739130434782608
2019-07-06,Arnold Allen,0,102,190,0.5368421052631579,102,191,1,2,0.5,0,0,NA,0,23,27,0,Decision,3,05:00:00,3,W,Men_Featherweight,5177,90,2,90,0.5340314136125655,0.9947643979057592,0.5354330708661418
2019-07-06,Marlon Vera,0,10,27,0.37037037037037035,26,54,1,1,1,1,0,NA,0,22,28,1,Submission,2,03:25:00,3,W,Men_Bantamweight,5176,24,1,25,0.48148148148148145,0.5,0.4444444444444444
2019-07-06,Nohelin Hernandez,0,22,46,0.4782608695652174,28,53,1,2,0.5,0,0,NA,0,10,26,1,Submission,2,03:25:00,3,L,Men_Bantamweight,5176,17,0,28,0.5283018867924528,0.8679245283018868,0.5050505050505051
2019-07-06,Claudia Gadelha,0,40,107,0.37383177570093457,41,108,0,1,0,0,0,NA,0,25,26,0,Decision,3,05:00:00,3,W,Women_Strawweight,5175,84,0,84,0.37962962962962965,0.9907407407407407,0.3767441860465116
2019-07-06,Randa Markos,0,25,109,0.22935779816513763,26,110,0,0,0,0,0,NA,0,40,41,0,Decision,3,05:00:00,3,L,Women_Strawweight,5175,67,1,67,0.23636363636363636,0.990909090909091,0.2328767123287671
2019-07-06,Alejandro Perez,0,1,14,0.07142857142857142,1,14,0,0,0,0,0,NA,1,8,8,0,KO/TKO,1,02:04:00,3,L,Men_Bantamweight,5174,12,0,12,0.07142857142857142,1,0.07142857142857142
2019-07-06,Song Yadong,1,8,20,0.4,8,20,0,0,0,0,0,NA,0,1,1,0,KO/TKO,1,02:04:00,3,W,Men_Bantamweight,5174,13,0,13,0.4,1,0.4
2019-07-06,Edmen Shahbazyan,0,13,24,0.5416666666666666,13,24,1,1,1,1,0,NA,0,0,0,0,Submission,1,01:12:00,3,W,Men_Middleweight,5173,7,0,7,0.5416666666666666,1,0.5416666666666666
2019-07-06,Jack Marshman,0,0,7,0,0,7,0,0,0,0,0,NA,0,13,13,1,Submission,1,01:12:00,3,L,Men_Middleweight,5173,11,0,11,0,1,0
2019-07-06,Ismail Naurdiev,0,21,43,0.4883720930232558,56,82,2,2,1,0,0,NA,0,4,48,2,Decision,3,05:00:00,3,L,Men_Welterweight,5172,20,6,64,0.6829268292682927,0.524390243902439,0.616
2019-07-06,Chance Rencountre,0,4,24,0.16666666666666666,48,112,2,8,0.25,0,0,NA,0,21,56,2,Decision,3,05:00:00,3,W,Men_Welterweight,5172,22,0,26,0.42857142857142855,0.21428571428571427,0.38235294117647056
2019-07-06,Julia Avila,1,49,122,0.4016393442622951,66,142,0,1,0,0,0,NA,0,33,39,1,Decision,3,05:00:00,3,W,Women_Bantamweight,5171,50,1,56,0.4647887323943662,0.8591549295774648,0.4356060606060606
2019-07-06,Pannie Kianzad,0,33,83,0.39759036144578314,39,95,1,2,0.5,0,0,NA,1,49,66,0,Decision,3,05:00:00,3,L,Women_Bantamweight,5171,73,1,76,0.4105263157894737,0.8736842105263158,0.4044943820224719
2019-06-29,Francis Ngannou,1,9,19,0.47368421052631576,9,19,0,0,0,0,0,NA,0,4,4,0,KO/TKO,1,01:11:00,5,W,Men_Heavyweight,5170,2,0,2,0.47368421052631576,1,0.47368421052631576
2019-06-29,Junior Dos Santos,0,4,6,0.6666666666666666,4,6,0,0,0,0,0,NA,1,9,9,0,KO/TKO,1,01:11:00,5,L,Men_Heavyweight,5170,10,0,10,0.6666666666666666,1,0.6666666666666666
2019-06-29,Jussier Formiga,0,15,48,0.3125,15,48,1,3,0.3333333333333333,0,0,NA,1,50,72,0,KO/TKO,2,04:47:00,3,L,Men_Flyweight,5169,65,0,66,0.3125,1,0.3125
2019-06-29,Joseph Benavidez,1,50,115,0.43478260869565216,72,138,0,0,0,0,0,NA,0,15,15,1,KO/TKO,2,04:47:00,3,W,Men_Flyweight,5169,33,2,33,0.5217391304347826,0.8333333333333334,0.48221343873517786
2019-06-29,Demian Maia,0,3,12,0.25,74,86,3,9,0.3333333333333333,0,1,NA,0,22,36,0,Decision,3,05:00:00,3,W,Men_Welterweight,5168,73,0,73,0.8604651162790697,0.13953488372093023,0.7857142857142857
2019-06-29,Anthony Rocco Martin,0,22,95,0.23157894736842105,36,109,0,0,0,0,0,NA,0,3,74,3,Decision,3,05:00:00,3,L,Men_Welterweight,5168,9,6,12,0.3302752293577982,0.8715596330275229,0.28431372549019607
2019-06-29,Roosevelt Roberts,0,31,87,0.3563218390804598,34,90,2,3,0.6666666666666666,0,0,NA,0,60,81,3,Decision,3,05:00:00,3,L,Men_Lightweight,5167,41,3,41,0.37777777777777777,0.9666666666666667,0.3672316384180791
2019-06-29,Vinc Pichel,0,60,101,0.594059405940594,81,122,3,6,0.5,1,1,NA,0,31,34,2,Decision,3,05:00:00,3,W,Men_Lightweight,5167,56,1,56,0.6639344262295082,0.8278688524590164,0.6322869955156951
2019-06-29,Drew Dober,1,16,27,0.5925925925925926,17,29,0,0,0,0,0,NA,0,5,5,0,KO/TKO,1,01:07:00,3,W,Men_Lightweight,5166,9,1,9,0.5862068965517241,0.9310344827586207,0.5892857142857143
2019-06-29,Marco Polo Reyes,0,5,14,0.35714285714285715,5,14,0,1,0,0,0,NA,1,16,17,0,KO/TKO,1,01:07:00,3,L,Men_Lightweight,5166,11,0,12,0.35714285714285715,1,0.35714285714285715
2019-06-29,Alonzo Menifield,0,8,22,0.36363636363636365,8,23,0,0,0,0,0,NA,0,7,21,0,KO/TKO,1,03:19:00,3,W,Men_Heavyweight,5165,6,1,7,0.34782608695652173,0.9565217391304348,0.35555555555555557
2019-06-29,Paul Craig,0,7,13,0.5384615384615384,21,28,0,1,0,0,0,NA,0,8,8,0,KO/TKO,1,03:19:00,3,L,Men_Heavyweight,5165,14,0,15,0.75,0.4642857142857143,0.6829268292682927
2019-06-29,Ricardo Ramos,0,40,120,0.3333333333333333,48,129,3,3,1,0,0,NA,0,38,41,0,Decision,3,05:00:00,3,W,Men_Bantamweight,5164,85,1,86,0.37209302325581395,0.9302325581395349,0.3534136546184739
